"","address","type_l1","amount","type_l2"
"169","0x28F5e5d956b535fE279bfbE57045Db1011c98C44","other",6.75775319630747,"HRMS"
"170","0xc2Fcb924E97724266B4ac59F397BE4Ed249E5999","other",57.6713758340378,"HRMS"
"171","0x655e2391673c682d2D167D1a02C6C9264C6639A6","other",30.0510957669371,"HRMS"
"172","0xD01d41a1dcf8e73D74870D198b0c36Ede0A4D4Cf","other",817.654323738098,"HRMS"
"173","0xBD12C9b04f6AcCb574F23E02997A0D083c8380AC","other",6.68240650768015,"HRMS"
"174","0xf8A3B723B35144A03bD3b388e9Bc7b2Dc89E514E","other",11.7233706367958,"HRMS"
"175","0xA7d2Ca030251B5F16B7cA4c8F81c0d47Ef3b4587","other",0.318054086729098,"HRMS"
"176","0x05e5ab383f3C2D423cFd118B83420261ab0990Bc","other",31.7946631199188,"HRMS"
"177","0xf9DDc6282540B90f48a6E49664c50483bD484F12","other",4.87625199517448,"HRMS"
"178","0x93E0De40144Dc644F0318826408165686916D41f","other",4.75622479667792,"HRMS"
"179","0xcbd9Ba7A19AF1F925c8eB3200C87B607C863109F","other",20.1743648291562,"HRMS"
"180","0xE890427Fe7b508c5305C06Bd328ca1B292FC5668","other",5.97112656779195,"HRMS"
"181","0xA22F4daB60fB06AD1a0619670A5edA7FE9744901","other",2.84860203878034,"HRMS"
"182","0x6765A6f548B688CD4C8216Be0500B6bbb1045748","other",0.0203476868360681,"HRMS"
"183","0xe3f01af7931050d80350704991bb9e7404DA07dF","other",22.3818453298419,"HRMS"
"184","0xDc5b74ED19E70CB86c7B4a9255AB2AFE3a34d842","other",0.833558277411369,"HRMS"
"185","0xd197C975b29775B1253EA336Ad11c9C6Eb3A2406","other",825.854520370956,"HRMS"
"186","0xcfC27450EE34B63f17bab87fc41C0c8EFD58fbB3","other",321.379219612176,"HRMS"
"187","0x7d53cBCd82AFdb20BaBC2fAaC513aDDcA0778309","other",17.3821396385577,"HRMS"
"188","0xb971740d8D36acCf2ABc0Ae69bdCC5a3E0D23AE9","other",116.563820669202,"HRMS"
"189","0x4d463Cc06afAb96168a5ee76C48a220241DDB090","other",5.02266693659706,"HRMS"
"190","0x1D9f08bE69fF146926Ec7Bf9b465984a237B2Bb6","other",12.8795870259216,"HRMS"
"191","0x5B872607DaddCf349b85cB99d82D157CE64b9BdE","other",1.18588871477123,"HRMS"
"192","0xfE429e50DF2d0546cee54ECB34c90749dA056e7A","other",28.9135061621637,"HRMS"
"193","0xfdB8580bA2dAb8E453F91f3dF1442cA7bAe699fa","other",8.19990795467536,"HRMS"
"194","0x7cc51d0eBd9B3F7527a07D2849731425F6e7b1D1","other",0.230736817121796,"HRMS"
"195","0xA570535fE0fEC6E2E0B79593d533F72fA65B24C3","other",55.3489962259871,"HRMS"
"196","0xAF6edAf8C69A1E9Afab7822A2CAe9A6dB3125f48","other",16.52542373,"HRMS"
"197","0x01B3776688AD4a0f2e0C3380F15F45f9005D94EF","other",11.3697144277338,"HRMS"
"198","0x1C59cDC6f89d7c436ed0Cc537Dcb195b38e6ebcD","other",73.9088511580607,"HRMS"
"199","0x64BBEAbd91b57681E4b9d7377839F10cfABba815","other",35.8586657363496,"HRMS"
"200","0x03f9887B0681Dae61a0edB672a6E1258414CDE60","other",32.8741162320124,"HRMS"
"201","0x26390500636e77469b48797626E00cb4D07e88A9","other",4.19698115657439,"HRMS"
"202","0x87D72d48327d3F212346ecA6E9fBC4Db427cB93D","other",18.9486174763774,"HRMS"
"203","0x2B4C9ab5Bb159DDc971E0783430064fACF7e8d18","other",8.5246217012054,"HRMS"
"204","0x74445a2A7F4A45bdad2D3b95262354f6De8148EA","other",4.81164543332528,"HRMS"
"205","0xdFE875F84E76843dD87FfFf8A08D65980700CFb5","other",6.73860828951262,"HRMS"
"206","0xEf0FeBE0FaCBb9dB322f376557efFB03479cf9d0","other",383.277458261732,"HRMS"
"207","0xcb98044880474f22829a7Bc65524943702Ca38df","other",10.5553177034246,"HRMS"
"208","0x316198D34D0Ba8ED715c46eC756d5DdDE43d977D","other",165.333965919511,"HRMS"
"209","0xA6eDa7aBe4c2B1c1dDF7A597eD913A09fC5CAC76","other",17.6515174365861,"HRMS"
"210","0x05E5475917B8c85F8ff3e670154F123b9bC9c8B1","other",1.15878742023438,"HRMS"
"211","0x69FbaeC4131CB64e9828F7e6fdB7e31Fa4A9e230","other",267.479668463024,"HRMS"
"212","0x8bBEf539C1eD386BAc9dbD50b53aDC4C58a028FC","other",169.688910855513,"HRMS"
"213","0x6dAc62E20F3C62819e98148BD346E44506778024","other",20.9484165603868,"HRMS"
"214","0xE5b791315Ae63e6e52AE431E37C5b5Ff4f00fF61","other",40.190009451335,"HRMS"
"215","0xA7e7D343816EF99b15182257283bf4C97b76CF09","other",20.3468700636989,"HRMS"
"216","0x5024c7E1e0E2CF34721927D27f868f96F219a483","other",119.090509991874,"HRMS"
"217","0xBC066b0b4D238F42fBd2f33526746fAeB7512d9F","other",15.6247365752695,"HRMS"
"218","0x0BCD12FC3A1B8B029A8f4e91b4169aF0eB25464C","other",9.677288136288,"HRMS"
"219","0xEE75Ded36Be9eF3042c1dd65589bcb872c73ff7F","other",21.4352817271775,"HRMS"
"220","0xD4b6f06F2817970dcFCE6DC3E9bA6298e9e85Aea","other",246.645719579855,"HRMS"
"221","0x09E0577fe67BdB612A6d305D6390dfbA6bC321F3","other",128.2372881448,"HRMS"
"222","0xbfA4D296e419CB37D11b75FAEAaF25b8a4d81655","other",35.6244289612415,"HRMS"
"223","0x27a4D26219A16C1431D211fF52F161c9F154b417","other",270.034286627215,"HRMS"
"224","0x6dD9A0C93bAE6F591f3f0E09996C93EfD2DD6Fd7","other",1322.03431795176,"HRMS"
"225","0x4558A7edb2CCc335E9F3dB54d0f409B2e91CA2bc","other",180.173389843444,"HRMS"
"226","0xd7794f7082EF7c616678455475aE6A6081E4006b","other",3.34712604741752,"HRMS"
"227","0xB035948E4F3a4e89FF565A5d7b592db57bfCC05c","other",35.9116998469646,"HRMS"
"228","0x3A63D60Ee191b6CaCc6Aac09B94378f2F431cEFF","other",11.3421242490652,"HRMS"
"229","0x8026Be0a070a094313e8515e0e3D81c5d3967449","other",7.60317703066558,"HRMS"
"230","0xb07A11dbf655c657063555f24b304958C208b926","other",8.50841973177828,"HRMS"
"231","0x8bb0e2B5cF5eA4d6e9179Da052A9a593F27F4974","other",1.03383937732222,"HRMS"
"232","0xE3ae7D29CA7654A0ccdcBBc9D20B6912eF98DA9a","other",64.7991169892129,"HRMS"
"233","0x9131F159652ba4ef40a6a26d3459120fED32D764","other",17.6923747460224,"HRMS"
"234","0xD62F49Ab24BA30fc985F293d42A062D47d2bB699","other",18.536993609564,"HRMS"
"235","0x2aE2739b44b1EB135f7138C30F02dE2A1CD0cDe7","other",83.4471442116584,"HRMS"
"236","0xf64ecdF6e8e4BFE9616cCB2A0673c6528bB86639","other",73.8593064764699,"HRMS"
"237","0x67F6b414F163B3E38ae00174e5D6c9462A7231BF","other",8.49036507741304,"HRMS"
"238","0xFB8aDCce736BB46e63c094206BC2930B3CaCd7a4","other",5.49223092750696,"HRMS"
"239","0xeC6495233997B36B2f7f2F56752895b2b24460F4","other",3.98287336865,"HRMS"
"240","0x11155309f84035556297e417B1dF70d924B0FBd9","other",58.9248824792502,"HRMS"
"241","0xbB70CA954d89779F8AFAAAb8Ae383b281e3B27A4","other",86.3826695189513,"HRMS"
"242","0x9665C2624732406B74b300DE00df0aABD60674F9","other",157.699016579238,"HRMS"
"243","0x2c4Fa7394eF86fea84cE3A3f0f37FA14a484f101","other",330.5084746,"HRMS"
"244","0x806cD95759Ce535D4B385aDAFBA6B33A22f4E7E7","other",3.91549035376245,"HRMS"
"245","0x2d8402e216021458E1894457D2339B8Bc7E39E88","other",1627.42112716993,"HRMS"
"246","0xC817673be2a9B40A8bF83B30921f0b392490441a","other",19.2969319832349,"HRMS"
"247","0x474B5E6B9ec0993C6C942158Cb23BEbCeb4fB764","other",4.75801754113087,"HRMS"
"248","0x92f4b35d2952DA8129627684221fF1BEc4aB3f0E","other",8.7935736427738,"HRMS"
"249","0x5069A269894a5f8752bAbCFCAf19c3be3450A1b0","other",9.80678990747652,"HRMS"
"250","0xFAa743895F128a90248E6726AbFdc10642A43Eb9","other",4.91571882240647,"HRMS"
"251","0x020c18C69Dc3be4cEFc96fDF629C1483Bb2ECeaF","other",3.35591634658697,"HRMS"
"252","0x17c67A91c22B29c29B1162209269222aC7ABA61B","other",342.233961730628,"HRMS"
"253","0xf689662E994716567980BC243042Dd6C7300f089","other",14.3627810249341,"HRMS"
"254","0xB40b25b49045375bD1Ae731eD2E4F18c39a39E1e","other",1.52260425533331,"HRMS"
"255","0x8f6D96f4fc7e6aefA5fe2a0efB6A1EFaE7E8c016","other",4.06361754362123,"HRMS"
"256","0x1345d5207ad8A892e763280adb20028c31822aE2","other",79.2190221062566,"HRMS"
"257","0xe35F5389C4FE656A9263B3E8E9eB2f1c8E108E8f","other",100.235855278436,"HRMS"
"258","0x92a81eB7947384AcC5Aa7d45330d25F93bAb33C8","other",78.5946778356262,"HRMS"
"259","0x20bA60edddc4CF7DecF38E4fAC95398bA61400B3","other",1.28771602709186,"HRMS"
"260","0x2A8C56bD6DCE4920B53BDbfCF47098B759b55B7A","other",32.8224574123069,"HRMS"
"261","0x92d1C23C80fF5D594DFff3C592E44d960C92E7A0","other",0.20646364887497,"HRMS"
"262","0xc8430662a4F653aEF973F17faB548832Fc476E50","other",454.421549893034,"HRMS"
"263","0x6f8F310783A4E81eeab350E51806ADEcd72b44CF","other",1677.65118908542,"HRMS"
"264","0xaAc75DCA321399ef9Af907b9B73e26c2aec4Ef1c","other",8.69057808065003,"HRMS"
"265","0xFDbF61d09bFAd5B38963369eaC44F26Fa83B8F73","other",30.0443667372825,"HRMS"
"266","0x5bEEF6F00B002498A09837604D3da502D854A4B7","other",17.9961531336478,"HRMS"
"267","0x971D838d77CE48a945dDB8a0181E44Dc15C332a7","other",1300.95916764897,"HRMS"
"268","0x503972B5063ac4d8F69831583fCB97A837e8B719","other",15.9867401733092,"HRMS"
"269","0x0bF2304a4514d53bfC522960280760ae845406EF","other",50.9936013612255,"HRMS"
"270","0x486D66FC5ABDCA0F62728DF77bdFE49D0C5A8d2b","other",48.0434171415497,"HRMS"
"271","0x2D6540ff759F4d2194378AD663F0F14C1C9Db430","other",10.7621951515127,"HRMS"
"272","0xDdfB071e8376C595d516566CAe10AfC80dD71Deb","other",96.7880407227947,"HRMS"
"273","0xB3aA27208922f035F42E20D8C041042DC5b09ab5","other",6.11225179641617,"HRMS"
"274","0x47D914f48903c676b67d14cd2cFE630F7E12b338","other",60.5923168944507,"HRMS"
"275","0x123953672b0ae4BB9ae13e07259Fa53cC0Ea3a40","other",13.2605535523552,"HRMS"
"276","0xBF24EA6A32921845cb46E2E95ad8e41110eaF120","other",227.834905814719,"HRMS"
