account,whitelisted_PLTS,whitelisted_pHRMS,whitelisted_pHRMS_WEI,airdropped_pHRMS,airdropped_WEI,total_pHRMS,total_PLTS
0x9A438A5635cc1a439A8C41Bf3A259758a89Bd785,52.17232281138085,34.486789657456534,34486789657456538000,0,0,34.486789657456534,52.17232281138085
0x9b212D75B49866AebC8674830F27bBa959499E36,547.3918083623345,361.8352631807414,361835263180741400000,0,0,361.8352631807414,547.3918083623345
0xC575B5e473EF412c78DEacf11AD57E33e5c2639b,26.707404106878993,17.6540467837807,17654046783780700000,0,0,17.6540467837807,26.707404106878993
0xfc8084Cf7E0f916f114F9BDd8A86BA2427EFE976,1466.2494438263634,969.2157341242994,969215734124299300000,0,0,969.2157341242994,1466.2494438263634
0x488FBe629DAD546715e1cE2461C7C3feecCf599d,15.890042767778368,10.50358759301438,10503587593014380000,0,0,10.50358759301438,15.890042767778368
0x810EF00caE4f1A132a36921C7363b1A6251C1894,12.543563293294108,8.291507940230376,8291507940230376000,0,0,8.291507940230376,12.543563293294108
0x4DdC8906725325F5462a8c3d02cdBD0dE0AAaA91,435.5782930708104,287.92463442341057,287924634423410620000,0,0,287.92463442341057,435.5782930708104
0x85c772BDE8f67aC4BA2eF35Ec7f2C1dF9fAe464D,54.522321706687656,36.04017875785561,36040178757855613000,0,0,36.04017875785561,54.522321706687656
0xE64E65dd57B02DBb41dDE26C07CbeFd4b52AB2Ab,26.57149352229591,17.564207583795607,17564207583795608000,0,0,17.564207583795607,26.57149352229591
0x9d3A972e32881d3B8670B2Ad4fB7386FB8142086,10.945555012010795,7.235197381340145,7235197381340145000,0,0,7.235197381340145,10.945555012010795
0xb0079838de6f47B67C6d316d8aedcDd1109Bd6e7,744.9936292706095,492.4534159938943,492453415993894300000,226.50846401993164,226508464019931660000,718.9618800138257,804.3089935976952
0x9Dd6F45f378bD72D1C51aCB069e7e86FBfEC585b,915.4009233146922,605.095525624341,605095525624341000000,989.6352771238943,989635277123894200000,1594.7308027482354,2412.5414706510455
0x662703E7d7F5B0b6b9CB3879933F0e3E0368055a,100.742776384097,66.5926826993536,66592682699353596000,0,0,66.5926826993536,100.742776384097
0x730488d5FB9Bf55A52FD10797b7d549B55D708e4,66.06292759463506,43.66871485382615,43668714853826150000,3.1470513465209247,3147051346520924700,46.81576620034707,70.74869518319431
0xa98ec0d769e2208b6f6D1D37CF3C6317c823d871,5.8852913283604,3.8902773190260067,3890277319026006500,0,0,3.8902773190260067,5.8852913283604
0x570e0a5134b7c52Ad0b8C42C6aE9C8D4F2b1291d,699.2259470540117,462.2002023231235,462200202323123500000,974.327605247445,974327605247445200000,1436.5278075705683,2120.8365184954737
0x9Ba1bE12F267cf324D02193De440942E44698117,110.67262544572935,73.1564812320903,73156481232090300000,0,0,73.1564812320903,110.67262544572935
0x8831726Be976F50D736195006E815982709365Df,119.89868158044831,79.25506071141018,79255060711410170000,0,0,79.25506071141018,119.89868158044831
0x55899fd1140EC8e691B20649f282905203487911,2.2911038332685516,1.5144584661676035,1514458466167603500,0,0,1.5144584661676035,2.2911038332685516
0xd30fE8d6A7D0944E4A3A3E13ef53F783823502e1,150.0193338458123,99.16532237977515,99165322379775150000,0,0,99.16532237977515,150.0193338458123
0x85871238750343B403bAD6a155b2B35092bDc6B0,40.12932725567951,26.526165475997683,26526165475997684000,0,0,26.526165475997683,40.12932725567951
0xC1464d0922e95e1F8f19Fd3fDa6b9CB9BF681735,12688.38792042716,8387.239473426895,8.387239473426894e+21,0,0,8387.239473426895,12688.38792042716
0xb5621c2772c3278cdd18DaA702670051A62D93A2,45.95282694982256,30.375597477487247,30375597477487247000,0,0,30.375597477487247,45.95282694982256
0x2633E2642E83FcAe6F0cbc0D186BAf5dA221BAD1,54.06506263129604,35.737922758846224,35737922758846226000,0,0,35.737922758846224,54.06506263129604
0xc4a8cD7e51Ed9ab9580c51F7eD23a2CF12D8b245,0.03447002478733723,0.022785270623774036,22785270623774036,0,0,0.022785270623774036,0.03447002478733723
0xc94cDCc2f31B97F7DaEE46B62366271C314b0C3B,46.45565011873303,30.707972114587527,30707972114587525000,0,0,30.707972114587527,46.45565011873303
0x8232Aa231e17b54E7B2BF641D9F473AbC42d3d2E,156.6399173931468,103.54164031815789,103541640318157900000,0,0,103.54164031815789,156.6399173931468
0x6f2e089A043BF4B466c13dD4fA275680A293caCe,19.66682359104193,13.000103730605122,13000103730605124000,0,0,13.000103730605122,19.66682359104193
0x92cF0050f5fBd7F18d3D2e66D1461EC5b1648861,230.08723431422467,152.09156167625437,152091561676254350000,0,0,152.09156167625437,230.08723431422467
0xe0250374a32FF0a14a977c5c50c7950b65870f45,9.583780373127704,6.335041264047712,6335041264047712000,0,0,6.335041264047712,9.583780373127704
0x67430abAA14e5fe522C9eE50fF6987912A8C3338,42.401097260832714,28.027843954088112,28027843954088116000,0,0,28.027843954088112,42.401097260832714
0x71557b39e2da7d3BffCad660E9f24211C61e145D,38.15120141672948,25.21859076880124,25218590768801240000,0,0,25.21859076880124,38.15120141672948
0x864E836E80a1949EC292e8dE5f8904c283c5A710,28.051345358807552,18.542414730034547,18542414730034545000,0,0,18.542414730034547,28.051345358807552
0x33f2A7cfBC746d0CB19d0f4f83533a4D569d0704,56.90486882436599,37.61508278490859,37615082784908590000,4.520898156106433,4520898156106433000,42.13598094101502,59.55795386053616
0xe2eF93b094765361A23aed57d707df278161A2B0,1879.2313439857337,1242.203769842465,1.2422037698424655e+21,394.95699010770795,394956990107707970000,1637.1607599501726,2212.5902712933116
0xa2C1eEFC7F1d2b9bf8b702ba7b0b8070666e332c,9.725293475711851,6.428583823389712,6428583823389711000,0,0,6.428583823389712,9.725293475711851
0xC728F4bE47f6580087592B59E8F5E3a8A7E09Ebc,132.53279578075353,87.60642433594032,87606424335940320000,0,0,87.60642433594032,132.53279578075353
0xcb7aca1C32387b63C9D7133e0e38738FA2C2D4e0,32.47010850985429,21.46329206737684,21463292067376840000,0,0,21.46329206737684,32.47010850985429
0x2153Bd212382Cad43C67CB93DE2578251D021e5e,0.22754060406330268,0.15040819591704946,150408195917049470,0,0,0.15040819591704946,0.22754060406330268
0x0B44BBD639dcF545C49F248F6E3C291DF8aE7D0e,981.6227474764761,648.869273802222,648869273802222300000,0,0,648.869273802222,981.6227474764761
0xcED4C7FF9bDc8aF4108488B02d2b408A4Fd7f558,688.7486334237865,455.27452043146053,455274520431460500000,0,0,455.27452043146053,688.7486334237865
0xCCc9553064d35fFde3061CcBdcaf7429c7C5B57E,0.9160181561895365,0.6055035270162166,605503527016216600,0,0,0.6055035270162166,0.9160181561895365
0x1ead9B797acD161F5504147b94bC41b16065CA56,7098.267721093099,4692.075273601795,4.692075273601796e+21,0,0,4692.075273601795,7098.267721093099
0x7A155bB081eb46963740150B3a73bDf8A8FC6FFA,75.35535710616597,49.811168260194364,49811168260194360000,0,0,49.811168260194364,75.35535710616597
0xd22c9AfFB110bee04A500202E39B9990E2205701,136.7671450041512,90.40540094143803,90405400941438030000,0,0,90.40540094143803,136.7671450041512
0xe0D3B203853Fd07904Ec42188836b967afdDA690,5505.132450935584,3638.985857659358,3.638985857659358e+21,0,0,3638.985857659358,5505.132450935584
0x04b718ea9ba2d115138f7B5019B86EF3C02C5E8D,6.281269156075425,4.152025374653036,4152025374653035500,0,0,4.152025374653036,6.281269156075425
0xfEFFe72B889c2538d91bDa61f6D3061Be83E28d7,203.11812546796838,134.26452362405928,134264523624059290000,0,0,134.26452362405928,203.11812546796838
0x28F5e5d956b535fE279bfbE57045Db1011c98C44,8.046885577623772,5.319127755082346,5319127755082346000,1.0509690195744257,1050969019574425700,6.370096774656772,9.636813068660679
0xc2Fcb924E97724266B4ac59F397BE4Ed249E5999,237.64769243278695,157.08915263634074,157089152636340760000,0,0,157.08915263634074,237.64769243278695
0x655e2391673c682d2D167D1a02C6C9264C6639A6,45.46191410569213,30.051095766937056,30051095766937060000,0,0,30.051095766937056,45.46191410569213
0xD01d41a1dcf8e73D74870D198b0c36Ede0A4D4Cf,1083.4646294973431,716.1884839564419,716188483956441900000,16.466302961908614,16466302961908617000,732.6547869183505,1108.3751903866473
0xBD12C9b04f6AcCb574F23E02997A0D083c8380AC,10.109281639098029,6.682406507680153,6682406507680154000,0,0,6.682406507680153,10.109281639098029
0xf8A3B723B35144A03bD3b388e9Bc7b2Dc89E514E,15.952686460897374,10.544996135926528,10544996135926526000,0,0,10.544996135926528,15.952686460897374
0xA7d2Ca030251B5F16B7cA4c8F81c0d47Ef3b4587,0.48115874655562885,0.3180540867290978,318054086729097800,0,0,0.3180540867290978,0.48115874655562885
0x05e5ab383f3C2D423cFd118B83420261ab0990Bc,79.67321375856764,52.66534469164786,52665344691647860000,0,0,52.66534469164786,79.67321375856764
0xf9DDc6282540B90f48a6E49664c50483bD484F12,4.620313599185915,3.0541055996811455,3054105599681145300,0,0,3.0541055996811455,4.620313599185915
0x93E0De40144Dc644F0318826408165686916D41f,7.195314435483337,4.756224796677916,4756224796677916000,0,0,4.756224796677916,7.195314435483337
0xcbd9Ba7A19AF1F925c8eB3200C87B607C863109F,30.520192944480932,20.17436482915615,20174364829156150000,0,0,20.17436482915615,30.520192944480932
0xE890427Fe7b508c5305C06Bd328ca1B292FC5668,9.03324275575466,5.971126567791946,5971126567791946000,0,0,5.971126567791946,9.03324275575466
0xA22F4daB60fB06AD1a0619670A5edA7FE9744901,4.309423596819836,2.8486020387803386,2848602038780338700,0,0,2.8486020387803386,4.309423596819836
0x6765A6f548B688CD4C8216Be0500B6bbb1045748,0.030782398031841757,0.02034768683606812,20347686836068120,0,0,0.02034768683606812,0.030782398031841757
0xe3f01af7931050d80350704991bb9e7404DA07dF,24.08898691580334,15.923228640403035,15923228640403036000,0,0,15.923228640403035,24.08898691580334
0xDc5b74ED19E70CB86c7B4a9255AB2AFE3a34d842,1.2610240606087149,0.8335582774113687,833558277411368700,0,0,0.8335582774113687,1.2610240606087149
0xd197C975b29775B1253EA336Ad11c9C6Eb3A2406,2558.998512532921,1691.5413897618494,1.691541389761849e+21,155.42876488552992,155428764885529920000,1846.9701546473793,2652.7497981259025
0xcfC27450EE34B63f17bab87fc41C0c8EFD58fbB3,215.81485324181608,142.657275881951,142657275881950970000,0,0,142.657275881951,215.81485324181608
0x7d53cBCd82AFdb20BaBC2fAaC513aDDcA0778309,22.612060797461375,14.946955443462837,14946955443462836000,0,0,14.946955443462837,22.612060797461375
0xb971740d8D36acCf2ABc0Ae69bdCC5a3E0D23AE9,176.34013894843963,116.56382066920166,116563820669201660000,0,0,116.56382066920166,176.34013894843963
0x4d463Cc06afAb96168a5ee76C48a220241DDB090,5.359286923739218,3.54257949221755,3542579492217550000,0,0,3.54257949221755,5.359286923739218
0x1D9f08bE69fF146926Ec7Bf9b465984a237B2Bb6,19.484503448072246,12.879587025921595,12879587025921595000,0,0,12.879587025921595,19.484503448072246
0x5B872607DaddCf349b85cB99d82D157CE64b9BdE,1.7940367734994678,1.1858887147712296,1185888714771229700,0,0,1.1858887147712296,1.7940367734994678
0xfE429e50DF2d0546cee54ECB34c90749dA056e7A,43.74094521654315,28.913506162163685,28913506162163683000,0,0,28.913506162163685,43.74094521654315
0xfdB8580bA2dAb8E453F91f3dF1442cA7bAe699fa,6.611808094423932,4.370517215271974,4370517215271973000,1.0443131280919478,1044313128091947800,5.4148303433639215,8.19166641629576
0x7cc51d0eBd9B3F7527a07D2849731425F6e7b1D1,0.3490633899797077,0.23073681712179622,230736817121796220,0,0,0.23073681712179622,0.3490633899797077
0xA570535fE0fEC6E2E0B79593d533F72fA65B24C3,44.49242666032522,29.410248133512926,29410248133512925000,0,0,29.410248133512926,44.49242666032522
0xAF6edAf8C69A1E9Afab7822A2CAe9A6dB3125f48,109.18769060486831,72.17491413382355,72174914133823545000,0,0,72.17491413382355,109.18769060486831
0x01B3776688AD4a0f2e0C3380F15F45f9005D94EF,17.200337209952185,11.369714427733834,11369714427733836000,0,0,11.369714427733834,17.200337209952185
