0x498Dd5A79ab7e19Be1dA81738239214F807E3462,661016949200000000
0x7236C751AeAC3D1f1F45811D995f8334853ed23f,0
0x9b5d18e45a57F21c3C143B166FC0bF44133c86E3,0
0x9D6d4F946319ABd76F3249FAe0631eb123C743AF,0
0x1B9C3153eBB2AB736fdDD93d916E3E6dcAE4B0b6,3923549653637382700
0x611DD52C2244E675b80fCFA0845f12D72845ee11,0
0xaCDcb6f462ffb4a3eE5194E00cEf1F3Dd882431d,0
0x8979BB88c64Af25B2351aDfe50B70255F560eE8c,0
0x9Ba90A89382b59C2E93f123452719d016483B590,0
0x8562C682c84Ec4F953d2A3E0735B7e1636Ef685c,591918373943804000000
0x0A1Dd0Ab319a8C31aFB92094180BeF3a16eee021,0
0x08EeBf55FB10386415BBFFB9122aE337520a3548,0
0x4b8c818F234e6bFf9f85fdC24CCecBf42Bb40319,0
0x7e54F999b3152c2A1E518840201f5D9816e4b843,0
0xbE93d14C5dEFb8F41aF8FB092F58e3C71C712b85,0
0xb13B9E1C8C15F789795b4a3cdfbb172e37673208,0
0x67684a8c6D66e63dE692Add5D3C0712a263f0C9F,11368121551638852000
0x03e0F50024A4Bb277E06dD8DF3A9172Ccc214A59,3.1821663488096285e+21
0x8e90681c55B503dE6a64b202Cf1454cbb1B1d8Bc,0
0x2Af893C67E698C1F420bC4e4a44E4aCe60aE7025,0
0xF2E7CE54083756627f86CB7b691489fAfA78476f,0
0x62CAf99080c8E3Eda2D73A3E95CF8A80F849F725,0
0xC084b91C909414DFE105D4c4D4189bECc0D2A284,0
0x4E96754DA125F39AC7d43D9373235Ca87Cd549d2,0
0xe311Db79DD453Cd2a4C7383e950939DAdC1400A9,0
0xac376Da974F03f18E759639fEcD0A1A6090F9542,9637833514690599000
0x9e953C2239b59AfC69E21B2cb445e14795Db5A93,0
0xA938a05dFBD9a5DED3DBB6f92c5D6f0C89341657,0
0xE6D860d6B04A00D55AEda46fB402a3d9A2Bce20c,0
0x02A17d40E829ba68C49e0a69247717a0603f4d47,12104107924477899000
0xA17BA7C5a9c3DFDEa4305856260ebA205D448D52,0
0x99F1fCc63287558340EFAfEB6b22CcB6C46eae30,0
0x89Bc67aC85DbAD2BC95f194DE2E01fb05e628349,0
0x7a0373a8789562dD3923D3c212e249E5E88723cF,138813559331999990000
0xa78f2c13FCB8b6999Ab10F160c10C4Fd2d18384F,0
0x908d544c866104a22a4818a052cfa423Aa335BF9,0
0x2F87423B6a9193c9ddc5070DadbD3ac7f05Bcc31,3615422319279505400
0xF473dBEfC340bfC174aF3865fB2248fc071Cb3C8,0
0x19d2eF4966b2880E9224d576b2B8f6ddc15F59A4,0
0xB0848EE9F1C0E3c3114e7214881089eFf6690C53,0
0x3b2eFe092ba48FEa5efdb91DE890AE1A8245A7f0,0
0xCFE8a0410Bc17B061005e4f1951C675e17f594f8,24836325333870645000
0x72355E1377e4C7E4516acA780F2CEc1C6d3820a9,179600276292961200
0x4618F344F19DBaB977d5919d3e3a3256274d043d,0
0x4DDF076601774471c9c2DBdcf02A361a3451f11F,0
0xfB7e876cDB3cdacd76C56Af9CFC0C5F105048a68,11310045937503592000
0x64d50eCD91e6FC9a549C95226D616D4BaF614D20,0
0x66CA9a34133F3D5dB720a64Cef2Af66C1Ef53428,0
0xEE6619E5A1891dD84eb988fF647646d2cbC313A3,9003068978797861000
0x67bD7C336eb202239423CD1639AE8A508F6084Ee,0
0x2D2E638299BC57B90a93a46c10de2d6CF0c90690,0
0x0089D65b21ee0d8915da224b2c17132502184b97,3591629003997685000
0x581c7445d443dc7Df995D2502873Da3f436C09b4,0
0x120f5C9cEE73bC3283a506005EBE966a709D7Fb9,0
0x79D860858361577A4F2a33D83AAC2299b6d77025,0
0x29B355B95369C04C3A4531462672835B5de176CA,0
0xbE0dDfF9B3C98fDBF8f80C65F3462221537E774E,0
0x333368262cf7976254C6daa9Ffa740F53d17DbD4,12620964256303706000
0x72f08E7b20bc5f91b8C08dC3EB7374C5FF34f9cE,0
0x85CA40b9A4f2b26755C41a4770C79b0996cA94AE,0
0xD23288cfb234C124730011E011Ca52c9b23511C6,0
0xfc25bd8d2Bcc7135e797A47dE99755d8d1FA2F09,0
0x7d91726d37fa9caf6baFDF4a03F3C55642e866b2,0
0x2f5fc18e49607Fe9E35285aA575029a71A4372c3,0
0xD92F143A1a057b302Caa00b11E7029DbD88Bb5b6,0
0x2Bf98dbF38546EBCC7e5e4B8ACa7572A567Bd13e,1298251600446014000
0xBbbB916bb8Adc7635C0d01BF14a917DBA4a8f438,0
0x46F8fbea35E9E2Ae619a93a0cF5269b59f551278,0
0xb1422D8fc234593EBf2446Ece3010eC9C106Aaf8,0
0xbd9d5f836CBc585Ef0caee2270C2d0A33d9b65b2,5799047649521846000
0xA9264e0c7026D9bE9a2B65638CE8730F3C0d7AD2,0
0xfC559335902d9979f552e74B60253d25DDa1b2Fa,0
0xAE30f9B73318F42F5e01e597B97C902f4f556Df4,0
0x54019E9ecaBC581E0acf08B1228B94A395Ba457b,0
0x2e27B62406559ce0d18Ce5897A5C12be6bC19bDf,0
0xDF21A9178AbD3b7F34EF3589502e821F307e3561,0
0xeF307aF9b853fB57E4AfE10E0c7a0Ba9eeC67b32,0
0xEA7b634B09c4Bf35EB5f12EDe6e32d1e249aadEb,0
0x687637f12c74eB7006B29bB28Af3D77f0F92a41A,0
0x279ebAD6373e9d9A16f12Bf6e1142130bE4B6dEd,0
0x28219008Ba72dC7003CcEb783D4588e8b0A8b27A,0
0x826FFaeb446EF72690AD3f8Ffdfe9109e02eEeBB,19542035301238678000
0x9952814d76a916725A3B3eb4d7154a2826103640,0
0x455E186103Be1500c48A2A9087930C78b9CD19Dc,0
0x46676183529DE18C6d418FD015e24b9Ce380473b,140531523792665440000
0x8CB406FfC2a4711bd44e54E7a918A2991c7E8e0B,0
0xcC90c10D54368321E4f022D13334490c52FB6121,0
0x31dA8769c92f14ceAeb74FcBA0808E9297195118,0
0x93C8C5E46c92D3a5001B54d01BeC369262773a1f,90759058800045180000
0x2dF4450F08A8E54FdCcd5738D39AFD45Ed577EEc,0
0x023513C05bEe249009129bF494818072b839F2d0,0
0x769a1d4f4Ca865e5f73C15E90F7cAc54B16dA2B7,0
